certopensystemstorea,cryptacquirecontexta,cryptacquirecontextw,cryptcreatehash,cryptdecrypt,cryptencrypt,cryptexportkey,cryptgenkey,crypthashdata,cryptdecodeobjectex,cryptprotectdata,cryptprotectmemory,cryptunprotectdata,cryptunprotectmemory,setunhandledexceptionfilter,rtladdvectoredcontinuehandler,rtladdvectoredexceptionhandler,copyfilea,copyfileexw,copyfilew,createdirectoryexw,createdirectoryw,deletefilew,deviceiocontrol,findfirstfileexa,findfirstfileexw,getfileattributesexw,getfileattributesw,getfileinformationbyhandle,getfileinformationbyhandleex,getfilesize,getfilesizeex,getfiletype,getshortpathnamew,getsystemdirectorya,getsystemdirectoryw,getsystemwindowsdirectorya,getsystemwindowsdirectoryw,gettemppathw,getvolumenameforvolumemountpointw,getvolumepathnamew,getvolumepathnamesforvolumenamew,movefilewithprogressw,removedirectorya,removedirectoryw,searchpathw,setendoffile,setfileattributesw,setfileinformationbyhandle,setfilepointer,setfilepointerex,ntcreatefile,ntdeletefile,ntdeviceiocontrolfile,ntopendirectoryobject,ntopenfile,ntqueryattributesfile,ntquerydirectoryfile,ntqueryinformationfile,ntreadfile,ntsetinformationfile,ntwritefile,getusernamea,getusernamew,lookupaccountsidw,getcomputernamea,getcomputernamew,getdiskfreespaceexw,getdiskfreespacew,gettimezoneinformation,writeconsolea,writeconsolew,coinitializesecurity,uuidcreate,getusernameexa,getusernameexw,readcabinetstate,shgetfolderpathw,shgetspecialfolderlocation,enumwindows,getcursorpos,getsystemmetrics,netgetjoininformation,netusergetinfo,netusergetlocalgroups,netshareenum,dnsquery_a,getadaptersaddresses,getadaptersinfo,getbestinterfaceex,obtainuseragentstring,urldownloadtofilew,deleteurlcacheentrya,deleteurlcacheentryw,httpopenrequesta,httpopenrequestw,httpqueryinfoa,httpsendrequesta,httpsendrequestw,internetclosehandle,internetconnecta,internetconnectw,internetcrackurla,internetcrackurlw,internetgetconnectedstate,internetgetconnectedstateexa,internetopena,internetopenurla,internetopenurlw,internetopenw,internetqueryoptiona,internetreadfile,internetsetoptiona,internetsetstatuscallback,getaddrinfow,wsarecv,wsasend,wsasocketa,wsasocketw,wsastartup,accept,bind,closesocket,connect,getaddrinfo,gethostbyname,getsockname,ioctlsocket,listen,recv,recvfrom,select,send,sendto,setsockopt,shutdown,socket,cocreateinstance,coinitializeex,oleinitialize,createprocessinternalw,createremotethread,createthread,createtoolhelp32snapshot,module32firstw,module32nextw,process32firstw,process32nextw,readprocessmemory,thread32first,thread32next,writeprocessmemory,ntallocatevirtualmemory,ntcreatesection,ntcreatethreadex,ntfreevirtualmemory,ntgetcontextthread,ntmapviewofsection,ntopenprocess,ntopensection,ntopenthread,ntprotectvirtualmemory,ntqueueapcthread,ntreadvirtualmemory,ntresumethread,ntsetcontextthread,ntsuspendthread,ntterminateprocess,ntterminatethread,ntunmapviewofsection,ntwritevirtualmemory,rtlcreateuserthread,shellexecuteexw,regclosekey,regcreatekeyexa,regcreatekeyexw,regdeletekeya,regdeletekeyw,regdeletevaluea,regdeletevaluew,regenumkeyexa,regenumkeyexw,regenumkeyw,regenumvaluea,regenumvaluew,regopenkeyexa,regopenkeyexw,regqueryinfokeya,regqueryinfokeyw,regqueryvalueexa,regqueryvalueexw,regsetvalueexa,regsetvalueexw,ntcreatekey,ntdeletekey,ntdeletevaluekey,ntenumeratekey,ntenumeratevaluekey,ntopenkey,ntopenkeyex,ntquerykey,ntqueryvaluekey,ntsetvaluekey,findresourcea,findresourceexa,findresourceexw,findresourcew,loadresource,sizeofresource,controlservice,createservicea,deleteservice,enumservicesstatusa,openscmanagera,openscmanagerw,openservicea,openservicew,startservicea,startservicew,getsystemtimeasfiletime,ntcreatemutant,ntdelayexecution,timegettime,lookupprivilegevaluew,getnativesysteminfo,getsysteminfo,isdebuggerpresent,outputdebugstringa,seterrormode,ldrgetdllhandle,ldrgetprocedureaddress,ldrloaddll,ldrunloaddll,ntclose,ntduplicateobject,rtlcompressbuffer,rtldecompressbuffer,rtldecompressfragment,exitwindowsex,getasynckeystate,getkeystate,getkeyboardstate,sendnotifymessagew,setwindowshookexa,setwindowshookexw,unhookwindowshookex,drawtextexa,drawtextexw,findwindowa,findwindowexa,findwindowexw,findwindoww,getforegroundwindow,loadstringa,loadstringw,messageboxtimeouta,messageboxtimeoutw,couninitialize,ntopenmutant,ntquerysysteminformation,globalmemorystatus,globalmemorystatusex,setfiletime,getfileversioninfosizew,getfileversioninfow,createactctxw,cogetclassobject,cocreateinstanceex,iwbemservices_execquery,setstdhandle,registerhotkey,createjobobjectw,setinformationjobobject,createremotethreadex,iwbemservices_execmethod,wnetgetprovidernamew,target
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,6,0,3,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,16,0,16,0,0,0,16,0,0,0,0,0,0,16,0,0,0,1,0,4,124,0,0,124,4794,0,0,0,0,4,0,0,0,0,0,125,0,0,0,0,0,0,0,0,2,0,0,0,0,1,38,24,0,0,0,0,0,0,0,0,0,0,13,14,0,0,0,8,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,621,0,248,1,0,0,0,0,0,5,2,1,391,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Backdoor
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,1,0,22,0,23,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,13,90,29,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Trojan
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,8,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,60,4,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Trojan
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,102,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Trojan
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,7,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,4,0,0,1,47,7,0,7,0,0,0,0,0,0,0,0,2,15,0,0,1,8,8,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,23,8,3,52,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dropper
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,22,6,19,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Downloader
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,32,8,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Trojan
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,2,0,0,2,67,0,0,0,4,385,0,0,275,3,0,1,0,0,15,0,0,3,3,0,9,0,4,62,0,0,34,0,0,0,0,0,0,24,0,0,0,0,38,2,0,0,27,1,0,0,0,0,0,0,0,5,0,0,11,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,3,0,0,8,23,444,100,8,52,1,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Trojan
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,4,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,7,0,0,0,0,0,0,0,3,0,0,3,0,5,0,25,0,28,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,14,80,7,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,100,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Trojan
0,0,5,4,2,2,0,0,2,0,0,0,0,0,3,2,0,0,0,3,0,0,3,0,0,37,14,30,0,0,12,0,2,2,0,9,0,10,0,3,0,8,0,0,0,0,0,7,0,0,0,39,0,3,2,2,10,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,6,0,0,0,0,0,0,0,0,0,236,18,0,6,0,18,4,0,0,32,0,0,4,0,0,2,0,13,0,0,1,122,0,2,0,0,0,0,0,38,0,0,8,2,183,0,12,0,333,0,1,0,0,0,0,0,19,27,6,31,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,6,1,0,0,1,157,2,0,104,277,530,62,7,185,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,3,0,4,0,1,1,6,0,0,0,0,0,0,0,0,0,0,Trojan
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,5,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,328,2,0,23,0,4,0,2,0,20,0,0,0,0,0,3,0,2,0,0,0,13,0,0,0,0,0,0,0,26,0,0,0,6,23,0,0,1,5,0,0,0,0,0,0,0,5,0,0,5,0,0,0,17,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,6,77,7,4,49,0,0,0,0,0,0,0,0,0,1,0,1,0,13,0,0,0,0,3,3,7,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Trojan
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,22,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,147,6,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Backdoor
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,1,0,1,0,6,1,3,0,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,1,0,0,0,0,0,0,0,0,0,1,32,0,0,1,16,0,1,0,0,0,0,0,5,0,0,4,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,5,0,15,5,1,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Backdoor
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53,0,0,0,0,0,0,0,2,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Backdoor
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,10,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,2,2,0,0,3,0,1,0,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,41,2,0,6,0,4,0,2,0,3,0,0,0,0,0,3,0,6,0,0,0,14,0,0,0,0,0,0,0,26,0,0,0,6,24,0,0,1,6,0,0,0,0,0,0,0,5,0,0,5,0,0,0,18,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,5,95,11,4,45,0,0,0,0,0,0,0,0,0,1,0,1,0,13,0,0,0,0,3,5,7,0,0,2,1,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,Trojan
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,25,0,0,4,0,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,6,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,10,0,0,0,19,3,1,11,0,7,0,6,2,0,0,0,2,0,0,3,0,3,0,0,0,239,11,1,0,0,3,8,7,12,0,0,7,57,202,0,10,166,91,14,4,0,0,0,0,0,5,0,0,4,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,8,0,0,0,0,1,0,0,0,16,251,28,6,89,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,1,1,2,0,0,0,0,0,0,0,0,0,0,Dropper
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,2,2,69,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,34,5,0,5,0,5,1,0,0,0,0,0,0,0,0,3,0,9,0,0,1,50,0,0,0,0,0,0,0,0,18,0,0,4,79,0,0,2,96,0,0,0,0,0,0,0,13,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,9,48,12,9,61,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Virus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,8,0,0,0,0,0,0,3,0,0,1,0,6,0,3,0,8,0,0,0,0,0,0,0,110,0,22,0,13,0,2,4,0,2,109,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,6,6,4,0,0,0,0,0,0,0,0,0,0,6,6,4,3,0,1,0,1,1,1,34,0,0,10,0,0,0,53,0,0,5,0,0,0,1,2,2,0,0,0,0,0,3,0,7,0,0,1,106,7,9,0,0,0,0,0,0,0,0,8,12,60,0,0,50,54,16,2,0,0,0,0,0,9,0,2,3,0,1,0,0,0,1,1,0,0,0,0,2,0,2,0,0,0,2,3,1,0,0,1,3,2,0,4,4,414,45,10,136,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Trojan
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,3,0,25,0,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,392,15,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Spyware
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,26,1,1,5,0,4,1,3,0,0,0,0,1,0,0,0,0,2,0,0,0,30,5,3,0,0,0,0,0,26,0,0,0,1,42,0,0,6,73,0,0,0,0,0,0,0,16,0,0,8,0,6,0,24,0,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,53,20,0,41,4,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,3,0,57,5,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Backdoor
